name,position,country,height,date_of_birth,season,club_name
Alexander Iwobi,Forward,Nigeria,180cm,03/05/1996,2018/2019,Arsenal
George Lewis,Forward,Rwanda,,16/06/2000,2020/2021,Arsenal
Joe Bryan,Defender,England,173cm,17/09/1993,2020/2021,Fulham
Joe Bryan,Defender,England,173cm,17/09/1993,2018/2019,Fulham
Adam Forshaw,Midfielder,England,174cm,08/10/1991,2021/2022,Leeds United
Adam Forshaw,Midfielder,England,174cm,08/10/1991,2020/2021,Leeds United
Brice Dja Djédjé,Defender,Cote D’Ivoire,170cm,23/12/1990,2018/2019,Watford
Paulo Gazzaniga,Goalkeeper,Argentina,196cm,02/01/1992,2020/2021,Tottenham Hotspur
Paulo Gazzaniga,Goalkeeper,Argentina,196cm,02/01/1992,2019/2020,Tottenham Hotspur
Paulo Gazzaniga,Goalkeeper,Argentina,196cm,02/01/1992,2018/2019,Tottenham Hotspur
Mousa Dembélé,Midfielder,Belgium,185cm,16/07/1987,2019/2020,Tottenham Hotspur
Mousa Dembélé,Midfielder,Belgium,185cm,16/07/1987,2018/2019,Tottenham Hotspur
Oskar Buur,Defender,Denmark,180cm,31/03/1998,2020/2021,Wolverhampton Wanderers U21
Oskar Buur,Defender,Denmark,180cm,31/03/1998,2019/2020,Wolverhampton Wanderers U21
Oskar Buur,Defender,Denmark,180cm,31/03/1998,2018/2019,Wolverhampton Wanderers U21
Sergio Agüero,Forward,Argentina,173cm,02/06/1988,2021/2022,Manchester City
Sergio Agüero,Forward,Argentina,173cm,02/06/1988,2020/2021,Manchester City
Sergio Agüero,Forward,Argentina,173cm,02/06/1988,2019/2020,Manchester City
Sergio Agüero,Forward,Argentina,173cm,02/06/1988,2018/2019,Manchester City
Wes Morgan,Defender,Jamaica,186cm,21/01/1984,2021/2022,Leicester City
Wes Morgan,Defender,Jamaica,186cm,21/01/1984,2020/2021,Leicester City
Wes Morgan,Defender,Jamaica,186cm,21/01/1984,2019/2020,Leicester City
Wes Morgan,Defender,Jamaica,186cm,21/01/1984,2018/2019,Leicester City
Daniel N'Lundulu,Forward,England,185cm,05/02/1999,2021/2022,Southampton
Daniel N'Lundulu,Forward,England,185cm,05/02/1999,2020/2021,Southampton
Daniel N'Lundulu,Forward,England,185cm,05/02/1999,2020/2021,Southampton
Daniel N'Lundulu,Forward,England,185cm,05/02/1999,2019/2020,Southampton
Marcos Alonso,Defender,Spain,188cm,28/12/1990,2021/2022,Chelsea
Marcos Alonso,Defender,Spain,188cm,28/12/1990,2020/2021,Chelsea
Marcos Alonso,Defender,Spain,188cm,28/12/1990,2019/2020,Chelsea
Marcos Alonso,Defender,Spain,188cm,28/12/1990,2018/2019,Chelsea
Raúl Jiménez,Forward,Mexico,190cm,05/05/1991,2021/2022,Wolverhampton Wanderers
Raúl Jiménez,Forward,Mexico,190cm,05/05/1991,2020/2021,Wolverhampton Wanderers
Raúl Jiménez,Forward,Mexico,190cm,05/05/1991,2019/2020,Wolverhampton Wanderers
Raúl Jiménez,Forward,Mexico,190cm,05/05/1991,2019/2020,Wolverhampton Wanderers (Loan)
Raúl Jiménez,Forward,Mexico,190cm,05/05/1991,2018/2019,Wolverhampton Wanderers (Loan)
Kyle Walker,Defender,England,178cm,28/05/1990,2021/2022,Manchester City
Kyle Walker,Defender,England,178cm,28/05/1990,2020/2021,Manchester City
Kyle Walker,Defender,England,178cm,28/05/1990,2019/2020,Manchester City
Kyle Walker,Defender,England,178cm,28/05/1990,2018/2019,Manchester City
Jamie Cumming,Goalkeeper,England,186cm,04/09/1999,2021/2022,Chelsea
Jamie Cumming,Goalkeeper,England,186cm,04/09/1999,2020/2021,Chelsea
Jamie Cumming,Goalkeeper,England,186cm,04/09/1999,2019/2020,Chelsea
Jamie Cumming,Goalkeeper,England,186cm,04/09/1999,2018/2019,Chelsea
George Hirst,Forward,England,191cm,15/02/1999,2020/2021,Leicester City
George Hirst,Forward,England,191cm,15/02/1999,2019/2020,Leicester City
Vladimir Coufal,Defender,Czech Republic,179cm,22/08/1992,2021/2022,West Ham United
Vladimir Coufal,Defender,Czech Republic,179cm,22/08/1992,2020/2021,West Ham United
Jake Vokins,Defender,England,180cm,17/03/2000,2021/2022,Southampton
Jake Vokins,Defender,England,180cm,17/03/2000,2020/2021,Southampton
Jake Vokins,Defender,England,180cm,17/03/2000,2019/2020,Southampton U21
Aston Oxborough,Goalkeeper,England,,09/05/1998,2021/2022,Norwich City
Aston Oxborough,Goalkeeper,England,,09/05/1998,2019/2020,Norwich City
Floyd Ayité,Forward,Togo,175cm,15/12/1988,2018/2019,Fulham
Michael Olise,Midfielder,France,176cm,12/12/2001,2021/2022,Crystal Palace
Connor Ronan,Midfielder,Ireland,178cm,06/03/1998,2018/2019,Wolverhampton Wanderers
Christian Saydee,Forward,England,181cm,10/05/2002,2019/2020,AFC Bournemouth
Eldin Jakupovic,Goalkeeper,Switzerland,191cm,02/10/1984,2021/2022,Leicester City
Eldin Jakupovic,Goalkeeper,Switzerland,191cm,02/10/1984,2020/2021,Leicester City
Eldin Jakupovic,Goalkeeper,Switzerland,191cm,02/10/1984,2019/2020,Leicester City
Eldin Jakupovic,Goalkeeper,Switzerland,191cm,02/10/1984,2018/2019,Leicester City
Jazz Richards,Defender,Wales,185cm,12/04/1991,2018/2019,Cardiff City
Declan John,Defender,Wales,178cm,30/06/1995,2018/2019,Cardiff City
Sam Sherring,Defender,England,,08/05/2000,2019/2020,AFC Bournemouth
Oliwier Zych,Goalkeeper,Poland,,28/06/2004,2021/2022,Aston Villa
Oliwier Zych,Goalkeeper,Poland,,28/06/2004,2020/2021,Aston Villa
Daniel Arzani,Forward,Australia,171cm,04/01/1999,2019/2020,Manchester City
Daniel Arzani,Forward,Australia,171cm,04/01/1999,2018/2019,Manchester City
Jack Henry-Francis,Midfielder,Ireland,,23/09/2003,2021/2022,Arsenal
Sam Johnstone,Goalkeeper,England,193cm,25/03/1993,2020/2021,West Bromwich Albion
Sam Johnstone,Goalkeeper,England,193cm,25/03/1993,2018/2019,Manchester United
Álvaro Morata,Forward,Spain,190cm,23/10/1992,2019/2020,Chelsea
Álvaro Morata,Forward,Spain,190cm,23/10/1992,2018/2019,Chelsea
Adrian Mariappa,Defender,Jamaica,180cm,03/10/1986,2019/2020,Watford
Adrian Mariappa,Defender,Jamaica,180cm,03/10/1986,2018/2019,Watford
Martin Cranie,Defender,England,183cm,26/09/1986,2019/2020,Sheffield United
Philip Heise,Defender,Germany,184cm,20/06/1991,2021/2022,Norwich City
Philip Heise,Defender,Germany,184cm,20/06/1991,2019/2020,Norwich City
Dynel Simeu,Defender,England,186cm,13/03/2002,2021/2022,Southampton
Dynel Simeu,Defender,England,186cm,13/03/2002,2020/2021,Chelsea
Zach Awe,Defender,England,,09/01/2004,2021/2022,Arsenal
Sam Hughes,Defender,England,,15/04/1997,2018/2019,Leicester City
Mile Jedinak,Midfielder,Australia,189cm,03/08/1984,2019/2020,Aston Villa
Heurelho Gomes,Goalkeeper,Brazil,191cm,15/02/1981,2019/2020,Watford
Heurelho Gomes,Goalkeeper,Brazil,191cm,15/02/1981,2018/2019,Watford
Akin Famewo,Defender,England,187cm,09/11/1998,2021/2022,Norwich City
Akin Famewo,Defender,England,187cm,09/11/1998,2019/2020,Norwich City
Jon Flanagan,Defender,England,181cm,01/01/1993,2018/2019,Liverpool
Daniel Iversen,Goalkeeper,Denmark,191cm,19/07/1997,2021/2022,Leicester City
Daniel Iversen,Goalkeeper,Denmark,191cm,19/07/1997,2019/2020,Leicester City
Vincent Janssen,Forward,Netherlands,180cm,15/06/1994,2019/2020,Tottenham Hotspur
Vincent Janssen,Forward,Netherlands,180cm,15/06/1994,2018/2019,Tottenham Hotspur
Eric Dier,Defender,England,188cm,15/01/1994,2021/2022,Tottenham Hotspur
Eric Dier,Defender,England,188cm,15/01/1994,2020/2021,Tottenham Hotspur
Eric Dier,Defender,England,188cm,15/01/1994,2019/2020,Tottenham Hotspur
Eric Dier,Defender,England,188cm,15/01/1994,2018/2019,Tottenham Hotspur
Rocky Bushiri,Defender,Belgium,186cm,30/11/1999,2019/2020,Norwich City
Michael Stensgaard,Goalkeeper,Denmark,188cm,01/09/1974,2019/2020,Southampton (Loan)
Charlie Cresswell,Defender,England,,17/08/2002,2021/2022,Leeds United
Charlie Cresswell,Defender,England,,17/08/2002,2021/2022,Leeds United
Charlie Cresswell,Defender,England,,17/08/2002,2020/2021,Leeds United
Ciaron Brown,Defender,Northern Ireland,185cm,14/01/1998,2018/2019,Cardiff City
Isaac Mabaya,Midfielder,England,,22/09/2004,2021/2022,Liverpool
Pablo Fornals,Midfielder,Spain,178cm,22/02/1996,2021/2022,West Ham United
Pablo Fornals,Midfielder,Spain,178cm,22/02/1996,2020/2021,West Ham United
Pablo Fornals,Midfielder,Spain,178cm,22/02/1996,2019/2020,West Ham United
Marcos Rojo,Defender,Argentina,186cm,20/03/1990,2020/2021,Manchester United
Marcos Rojo,Defender,Argentina,186cm,20/03/1990,2019/2020,Manchester United
Marcos Rojo,Defender,Argentina,186cm,20/03/1990,2019/2020,Manchester United
Marcos Rojo,Defender,Argentina,186cm,20/03/1990,2018/2019,Manchester United
Aaron Ramsdale,Goalkeeper,England,188cm,14/05/1998,2021/2022,Arsenal
Aaron Ramsdale,Goalkeeper,England,188cm,14/05/1998,2020/2021,Sheffield United
Aaron Ramsdale,Goalkeeper,England,188cm,14/05/1998,2019/2020,AFC Bournemouth
Aaron Ramsdale,Goalkeeper,England,188cm,14/05/1998,2018/2019,AFC Bournemouth
Kieran Tierney,Defender,Scotland,178cm,05/06/1997,2021/2022,Arsenal
Kieran Tierney,Defender,Scotland,178cm,05/06/1997,2020/2021,Arsenal
Kieran Tierney,Defender,Scotland,178cm,05/06/1997,2019/2020,Arsenal
Luciano Vietto,Forward,Argentina,174cm,05/12/1993,2018/2019,Fulham
Luciano Vietto,Forward,Argentina,174cm,05/12/1993,2018/2019,Fulham (Loan)
Daniel Barden,Goalkeeper,Wales,195cm,02/01/2001,2021/2022,Norwich City
Joe Mason,Forward,England,178cm,13/05/1991,2019/2020,Wolverhampton Wanderers
Joe Mason,Forward,England,178cm,13/05/1991,2018/2019,Wolverhampton Wanderers
Matthew Longstaff,Midfielder,England,,21/03/2000,2021/2022,Newcastle United
Matthew Longstaff,Midfielder,England,,21/03/2000,2021/2022,Newcastle United
Matthew Longstaff,Midfielder,England,,21/03/2000,2020/2021,Newcastle United
Matthew Longstaff,Midfielder,England,,21/03/2000,2020/2021,Newcastle United
Matthew Longstaff,Midfielder,England,,21/03/2000,2019/2020,Newcastle United U21
Stephan Lichtsteiner,Defender,Switzerland,182cm,16/01/1984,2019/2020,Arsenal
Stephan Lichtsteiner,Defender,Switzerland,182cm,16/01/1984,2018/2019,Arsenal
Xavier Mbuyamba,Defender,Netherlands,,31/12/2001,2021/2022,Chelsea
Samuel Sharrock-Peplow,Midfielder,England,,14/07/2002,2018/2019,Huddersfield Town
Caoimhin Kelleher,Goalkeeper,Ireland,178cm,23/11/1998,2021/2022,Liverpool
Caoimhin Kelleher,Goalkeeper,Ireland,178cm,23/11/1998,2020/2021,Liverpool
Caoimhin Kelleher,Goalkeeper,Ireland,178cm,23/11/1998,2019/2020,Liverpool
Caoimhin Kelleher,Goalkeeper,Ireland,178cm,23/11/1998,2018/2019,Liverpool
Trincão,Forward,Portugal,184cm,29/12/1999,2021/2022,Wolverhampton Wanderers (Loan)
Kornelius Normann Hansen,Midfielder,Norway,175cm,06/05/2001,2019/2020,Southampton
Kalvin Phillips,Midfielder,England,178cm,02/12/1995,2021/2022,Leeds United
Kalvin Phillips,Midfielder,England,178cm,02/12/1995,2020/2021,Leeds United
Callum Slattery,Midfielder,England,175cm,08/02/1999,2019/2020,Southampton
Callum Slattery,Midfielder,England,175cm,08/02/1999,2018/2019,Southampton
Aleksandar Dragovic,Defender,Austria,186cm,06/03/1991,2018/2019,Leicester City (Loan)
Anders Lindegaard,Goalkeeper,Denmark,193cm,13/04/1984,2019/2020,Burnley
Anders Lindegaard,Goalkeeper,Denmark,193cm,13/04/1984,2018/2019,Burnley
Leighton Clarkson,Midfielder,England,175cm,19/10/2001,2021/2022,Liverpool
Leighton Clarkson,Midfielder,England,175cm,19/10/2001,2020/2021,Liverpool
Leighton Clarkson,Midfielder,England,175cm,19/10/2001,2020/2021,Liverpool
Leighton Clarkson,Midfielder,England,175cm,19/10/2001,2019/2020,Liverpool
Tyreece John-Jules,Forward,England,183cm,14/02/2001,2021/2022,Arsenal
Tyreece John-Jules,Forward,England,183cm,14/02/2001,2020/2021,Arsenal
Tyreece John-Jules,Forward,England,183cm,14/02/2001,2019/2020,Arsenal
Tyreece John-Jules,Forward,England,183cm,14/02/2001,2018/2019,Arsenal
Dimitris Giannoulis,Defender,Greece,175cm,17/10/1995,2021/2022,Norwich City
Dimitris Giannoulis,Defender,Greece,175cm,17/10/1995,2021/2022,Norwich City (Loan)
Lewis Hall,Midfielder,England,,08/09/2004,2021/2022,Chelsea
Jude Soonsup-Bell,Forward,England,,10/01/2004,2021/2022,Chelsea
Ignacio Pussetto,Forward,Argentina,180cm,21/12/1995,2021/2022,Watford
Ignacio Pussetto,Forward,Argentina,180cm,21/12/1995,2019/2020,Watford
James Chester,Defender,Wales,180cm,23/01/1989,2019/2020,Aston Villa
Tariqe Fosu-Henry,Midfielder,Ghana,180cm,05/11/1995,2021/2022,Brentford
Mason Bloomfield,Forward,England,191cm,04/11/1996,2019/2020,Norwich City
Arnau Puigmal,Midfielder,Spain,173cm,10/01/2001,2020/2021,Manchester United
Arnau Puigmal,Midfielder,Spain,173cm,10/01/2001,2019/2020,Manchester United
Bali Mumba,Defender,England,,01/10/2001,2021/2022,Norwich City
Harry Clarke,Defender,England,,02/03/2001,2021/2022,Arsenal
Jonathan De Bie,Goalkeeper,Belgium,,28/05/2000,2019/2020,Tottenham Hotspur
Paris Maghoma,Midfielder,England,,08/05/2001,2021/2022,Brentford
Paris Maghoma,Midfielder,England,,08/05/2001,2021/2022,Brentford
Paris Maghoma,Midfielder,England,,08/05/2001,2018/2019,Tottenham Hotspur U21
Josh Oluwayemi,Goalkeeper,England,,13/03/2001,2021/2022,Tottenham Hotspur
Kieran Gibbs,Defender,England,181cm,26/09/1989,2020/2021,West Bromwich Albion
Taylor Richards,Midfielder,England,180cm,04/12/2000,2021/2022,Brighton & Hove Albion
Taylor Richards,Midfielder,England,180cm,04/12/2000,2020/2021,Brighton and Hove Albion
Taylor Richards,Midfielder,England,180cm,04/12/2000,2019/2020,Brighton and Hove Albion
Taylor Richards,Midfielder,England,180cm,04/12/2000,2019/2020,Manchester City
Taylor Richards,Midfielder,England,180cm,04/12/2000,2018/2019,Manchester City
Peter Keen,Goalkeeper,England,183cm,16/11/1976,2019/2020,Newcastle United
Ben Osborn,Midfielder,England,176cm,05/08/1994,2020/2021,Sheffield United
Ben Osborn,Midfielder,England,176cm,05/08/1994,2019/2020,Sheffield United
Mbaye Diagne,Forward,Senegal,191cm,28/10/1991,2020/2021,West Bromwich Albion (Loan)
Emmanuel Longelo,Forward,England,,27/12/2000,2021/2022,West Ham United
Emmanuel Longelo,Forward,England,,27/12/2000,2021/2022,West Ham United U21
Emmanuel Longelo,Forward,England,,27/12/2000,2020/2021,West Ham United
Cole Palmer,Midfielder,England,,06/05/2002,2021/2022,Manchester City
Cole Palmer,Midfielder,England,,06/05/2002,2021/2022,Manchester City
Cole Palmer,Midfielder,England,,06/05/2002,2021/2022,Manchester City
Cole Palmer,Midfielder,England,,06/05/2002,2021/2022,Manchester City
Cole Palmer,Midfielder,England,,06/05/2002,2020/2021,Manchester City
Cole Palmer,Midfielder,England,,06/05/2002,2020/2021,Manchester City
Cole Palmer,Midfielder,England,,06/05/2002,2019/2020,Manchester City
Stuart Dallas,Midfielder,Northern Ireland,183cm,19/04/1991,2021/2022,Leeds United
Stuart Dallas,Midfielder,Northern Ireland,183cm,19/04/1991,2020/2021,Leeds United
Tom Cairney,Midfielder,Scotland,186cm,20/01/1991,2020/2021,Fulham
Tom Cairney,Midfielder,Scotland,186cm,20/01/1991,2018/2019,Fulham
Nikola Vlasic,Midfielder,Croatia,178cm,04/10/1997,2021/2022,West Ham United
Nikola Vlasic,Midfielder,Croatia,178cm,04/10/1997,2019/2020,Everton
Nikola Vlasic,Midfielder,Croatia,178cm,04/10/1997,2018/2019,Everton
Ismaïla Sarr,Forward,Senegal,185cm,25/02/1998,2021/2022,Watford
Ismaïla Sarr,Forward,Senegal,185cm,25/02/1998,2019/2020,Watford
Percy Tau,Forward,South Africa,175cm,13/05/1994,2021/2022,Brighton and Hove Albion
Percy Tau,Forward,South Africa,175cm,13/05/1994,2020/2021,Brighton and Hove Albion
Percy Tau,Forward,South Africa,175cm,13/05/1994,2019/2020,Brighton and Hove Albion
Percy Tau,Forward,South Africa,175cm,13/05/1994,2018/2019,Brighton and Hove Albion
Loïc Damour,Midfielder,France,180cm,08/01/1991,2018/2019,Cardiff City
Maduka Okoye,Goalkeeper,Nigeria,197cm,28/08/1999,2021/2022,Watford
Oladapo Afolayan,Forward,England,180cm,11/09/1997,2020/2021,West Ham United U21
Borja Bastón,Forward,Spain,186cm,25/08/1992,2019/2020,Aston Villa
Lee Chung-Yong,Midfielder,South Korea,180cm,02/07/1988,2018/2019,Crystal Palace
Andreas Söndergaard,Goalkeeper,Denmark,189cm,17/01/2001,2021/2022,Wolverhampton Wanderers
Andreas Söndergaard,Goalkeeper,Denmark,189cm,17/01/2001,2021/2022,Wolverhampton Wanderers
Andreas Söndergaard,Goalkeeper,Denmark,189cm,17/01/2001,2020/2021,Wolverhampton Wanderers
Andreas Söndergaard,Goalkeeper,Denmark,189cm,17/01/2001,2020/2021,Wolverhampton Wanderers
Andreas Söndergaard,Goalkeeper,Denmark,189cm,17/01/2001,2019/2020,Wolverhampton Wanderers
Dennis Praet,Midfielder,Belgium,181cm,14/05/1994,2021/2022,Leicester City
Dennis Praet,Midfielder,Belgium,181cm,14/05/1994,2020/2021,Leicester City
Dennis Praet,Midfielder,Belgium,181cm,14/05/1994,2019/2020,Leicester City
Ryan Giles,Midfielder,England,179cm,26/01/2000,2021/2022,Wolverhampton Wanderers
Ryan Giles,Midfielder,England,179cm,26/01/2000,2020/2021,Wolverhampton Wanderers
Ryan Giles,Midfielder,England,179cm,26/01/2000,2019/2020,Wolverhampton Wanderers
Ryan Giles,Midfielder,England,179cm,26/01/2000,2018/2019,Wolverhampton Wanderers
Axel Tuanzebe,Defender,England,186cm,14/11/1997,2021/2022,Aston Villa (Loan)
Axel Tuanzebe,Defender,England,186cm,14/11/1997,2021/2022,Aston Villa (Loan)
Axel Tuanzebe,Defender,England,186cm,14/11/1997,2021/2022,Manchester United
Axel Tuanzebe,Defender,England,186cm,14/11/1997,2020/2021,Manchester United
Axel Tuanzebe,Defender,England,186cm,14/11/1997,2019/2020,Aston Villa (Loan)
Axel Tuanzebe,Defender,England,186cm,14/11/1997,2019/2020,Manchester United
Axel Tuanzebe,Defender,England,186cm,14/11/1997,2018/2019,Manchester United
Adam Lewis,Defender,England,175cm,08/11/1999,2020/2021,Liverpool
Adam Lewis,Defender,England,175cm,08/11/1999,2019/2020,Liverpool
Marvin Zeegelaar,Defender,Netherlands,186cm,12/08/1990,2019/2020,Watford
Marvin Zeegelaar,Defender,Netherlands,186cm,12/08/1990,2018/2019,Watford
Harrison Sohna,Midfielder,England,,01/07/2002,2021/2022,Aston Villa
Harrison Sohna,Midfielder,England,,01/07/2002,2020/2021,Aston Villa
Myles Peart-Harris,Midfielder,England,,18/09/2002,2021/2022,Brentford
Myles Peart-Harris,Midfielder,England,,18/09/2002,2021/2022,Brentford
Myles Peart-Harris,Midfielder,England,,18/09/2002,2020/2021,Chelsea
Daniel Amartey,Defender,Ghana,186cm,21/12/1994,2021/2022,Leicester City
Daniel Amartey,Defender,Ghana,186cm,21/12/1994,2020/2021,Leicester City
Daniel Amartey,Defender,Ghana,186cm,21/12/1994,2019/2020,Leicester City
Daniel Amartey,Defender,Ghana,186cm,21/12/1994,2018/2019,Leicester City
Conor Masterson,Defender,Ireland,,08/09/1998,2018/2019,Liverpool
Marc Albrighton,Midfielder,England,175cm,18/11/1989,2021/2022,Leicester City
Marc Albrighton,Midfielder,England,175cm,18/11/1989,2020/2021,Leicester City
Marc Albrighton,Midfielder,England,175cm,18/11/1989,2019/2020,Leicester City
Marc Albrighton,Midfielder,England,175cm,18/11/1989,2018/2019,Leicester City
Artur Boruc,Goalkeeper,Poland,193cm,20/02/1980,2019/2020,AFC Bournemouth
Artur Boruc,Goalkeeper,Poland,193cm,20/02/1980,2018/2019,AFC Bournemouth
Ryan Edmondson,Forward,England,,20/05/2001,2020/2021,Leeds United
Cameron Archer,Forward,England,,09/12/2001,2021/2022,Aston Villa U21
Cameron Archer,Forward,England,,09/12/2001,2020/2021,Aston Villa
Cameron Archer,Forward,England,,09/12/2001,2019/2020,Aston Villa
Sam Dalby,Forward,England,,07/12/1999,2021/2022,Watford
Sam Dalby,Forward,England,,07/12/1999,2019/2020,Watford
Iliman Ndiaye,Midfielder,France,180cm,06/03/2000,2020/2021,Sheffield United
Tom Cleverley,Midfielder,England,175cm,12/08/1989,2021/2022,Watford
Tom Cleverley,Midfielder,England,175cm,12/08/1989,2019/2020,Watford
Tom Cleverley,Midfielder,England,175cm,12/08/1989,2018/2019,Watford
Samir,Defender,Brazil,189cm,05/12/1994,2021/2022,Watford
Max Thompson,Forward,England,,09/02/2002,2021/2022,Burnley
Max Thompson,Forward,England,,09/02/2002,2020/2021,Burnley
Max Thompson,Forward,England,,09/02/2002,2020/2021,Burnley
Max Thompson,Forward,England,,09/02/2002,2019/2020,Burnley
Nicolas Pépé,Forward,Cote D’Ivoire,183cm,29/05/1995,2021/2022,Arsenal
Nicolas Pépé,Forward,Cote D’Ivoire,183cm,29/05/1995,2020/2021,Arsenal
Nicolas Pépé,Forward,Cote D’Ivoire,183cm,29/05/1995,2019/2020,Arsenal
Cristián Cuevas,Defender,Chile,173cm,02/04/1995,2018/2019,Chelsea
Daniel Adshead,Midfielder,England,167cm,02/09/2001,2019/2020,Norwich City
Max Woltman,Forward,England,,20/08/2003,2021/2022,Liverpool
Andros Townsend,Midfielder,England,181cm,16/07/1991,2021/2022,Everton
Andros Townsend,Midfielder,England,181cm,16/07/1991,2021/2022,Crystal Palace
Andros Townsend,Midfielder,England,181cm,16/07/1991,2020/2021,Crystal Palace
Andros Townsend,Midfielder,England,181cm,16/07/1991,2019/2020,Crystal Palace
Andros Townsend,Midfielder,England,181cm,16/07/1991,2018/2019,Crystal Palace
Jiri Skalak,Midfielder,Czech Republic,177cm,12/03/1992,2018/2019,Brighton and Hove Albion
Rob Holding,Defender,England,189cm,20/09/1995,2021/2022,Arsenal
